Symbol,Conviction Level,Priority Score,Momentum Regime,Convergence Regime,RSI21 Spread (D/W),RSI21 Avg,Daily-Weekly Gradient,Signals
POLYMED,L1_MOMENTUM,20,DECELERATING,NEUTRAL,1.77,54.32,3.54,MOMENTUM
PARADEEP,L1_MOMENTUM,20,WEAK,NEUTRAL,1.82,56.36,3.63,MOMENTUM
OLAELEC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.83,53.17,3.66,MOMENTUM
NIVABUPA,L1_MOMENTUM,20,WEAK,NEUTRAL,1.79,57.07,-3.58,MOMENTUM
NBCC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.46,47.3,-0.92,MOMENTUM
NAVA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.55,51.02,1.1,MOMENTUM
GUJTHEM,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.63,49.0,-3.27,MOMENTUM
GUJRAFFIA,L1_MOMENTUM,20,WEAK,NEUTRAL,1.14,48.5,2.29,MOMENTUM
GUJAPOLLO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.99,48.83,5.97,MOMENTUM
IBULLSLTD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.21,63.77,-8.43,MOMENTUM
HPL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.4,47.42,2.8,MOMENTUM
HPIL,L1_MOMENTUM,20,WEAK,NEUTRAL,1.95,51.28,3.9,MOMENTUM
HPAL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.46,48.39,8.92,MOMENTUM
HLVLTD,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.51,41.91,5.03,MOMENTUM
HIKAL,L1_MOMENTUM,20,WEAK,NEUTRAL,0.74,50.8,1.49,MOMENTUM
HGINFRA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.35,43.77,8.7,MOMENTUM
HEXATRADEX,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.08,52.4,8.16,MOMENTUM
HERITGFOOD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.53,56.64,17.05,MOMENTUM
HERANBA,L1_MOMENTUM,20,WEAK,NEUTRAL,3.54,42.85,7.09,MOMENTUM
HEMIPROP,L1_MOMENTUM,20,WEAK,NEUTRAL,0.48,50.18,0.96,MOMENTUM
HEIDELBERG,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.51,48.13,7.02,MOMENTUM
HECPROJECT,L1_MOMENTUM,20,WEAK,NEUTRAL,0.62,51.22,-1.24,MOMENTUM
HEADSUP,L1_MOMENTUM,20,WEAK,NEUTRAL,4.32,46.64,8.65,MOMENTUM
HCL-INSYS,L1_MOMENTUM,20,WEAK,NEUTRAL,1.23,44.31,2.47,MOMENTUM
HCC,L1_MOMENTUM,20,WEAK,NEUTRAL,2.23,45.89,-4.45,MOMENTUM
INCREDIBLE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.25,45.25,4.5,MOMENTUM
IMPAL,L1_MOMENTUM,20,WEAK,NEUTRAL,2.19,51.81,-4.38,MOMENTUM
IMAGICAA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.28,57.62,8.56,MOMENTUM
IKIO,L1_MOMENTUM,20,WEAK,NEUTRAL,0.34,56.42,-0.68,MOMENTUM
IITL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.67,49.47,7.34,MOMENTUM
MTARTECH,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.51,58.47,-7.03,MOMENTUM
MSUMI,L1_MOMENTUM,20,WEAK,NEUTRAL,1.87,51.67,3.74,MOMENTUM
MAHSCOOTER,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.71,57.88,7.42,MOMENTUM
LTFOODS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.86,59.24,9.73,MOMENTUM
KPRMILL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.93,53.22,-3.86,MOMENTUM
KPITTECH,L1_MOMENTUM,20,DECELERATING,NEUTRAL,6.76,42.21,13.53,MOMENTUM
KIRLOSENG,L1_MOMENTUM,20,WEAK,NEUTRAL,5.53,59.37,-11.06,MOMENTUM
KEC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.68,40.26,7.35,MOMENTUM
KAYNES,L1_MOMENTUM,20,DECELERATING,NEUTRAL,7.25,55.04,14.5,MOMENTUM
ICRA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.49,47.44,8.97,MOMENTUM
ICEMAKE,L1_MOMENTUM,20,WEAK,NEUTRAL,0.27,53.99,0.53,MOMENTUM
IVP,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.13,52.01,-0.26,MOMENTUM
ITDC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.67,56.61,-3.34,MOMENTUM
IRMENERGY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.89,59.56,11.78,MOMENTUM
IRIS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.07,51.91,6.15,MOMENTUM
INVENTURE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.06,42.49,12.12,MOMENTUM
INTLCONV,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.87,44.48,-1.75,MOMENTUM
INTERARCH,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.22,50.05,4.43,MOMENTUM
INSECTICID,L1_MOMENTUM,20,WEAK,NEUTRAL,1.0,47.16,2.01,MOMENTUM
INNOVANA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.92,46.22,7.83,MOMENTUM
INDTERRAIN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.0,51.91,6.0,MOMENTUM
INDSWFTLAB,L1_MOMENTUM,20,WEAK,NEUTRAL,7.75,65.6,-15.49,MOMENTUM
INDOFARM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.28,54.32,6.56,MOMENTUM
INDOCO,L1_MOMENTUM,20,WEAK,NEUTRAL,1.39,46.27,-2.77,MOMENTUM
INDOBORAX,L1_MOMENTUM,20,BOUNCE,NEUTRAL,5.81,58.72,-11.61,MOMENTUM
INDIGOPNTS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.18,59.57,4.35,MOMENTUM
INDBANK,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.14,44.51,-0.29,MOMENTUM
KAMATHOTEL,L1_MOMENTUM,20,WEAK,NEUTRAL,2.23,45.69,4.46,MOMENTUM
JYOTISTRUC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.34,49.28,4.67,MOMENTUM
JUNIPER,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.6,45.84,9.2,MOMENTUM
JUBLCPL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.01,48.75,0.03,MOMENTUM
JTLIND,L1_MOMENTUM,20,WEAK,NEUTRAL,0.49,52.92,-0.99,MOMENTUM
JTEKTINDIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.26,53.37,4.53,MOMENTUM
JPOLYINVST,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.75,50.45,-1.49,MOMENTUM
JOCIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.33,54.34,0.67,MOMENTUM
JKIL,L1_MOMENTUM,20,WEAK,NEUTRAL,3.27,46.8,6.54,MOMENTUM
JISLJALEQS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.94,45.8,7.88,MOMENTUM
JHS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.8,45.92,11.59,MOMENTUM
JETFREIGHT,L1_MOMENTUM,20,WEAK,NEUTRAL,3.41,56.15,-6.81,MOMENTUM
JAYSREETEA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.8,56.11,9.61,MOMENTUM
JAYAGROGN,L1_MOMENTUM,20,WEAK,NEUTRAL,0.6,53.52,-1.2,MOMENTUM
JAICORPLTD,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.14,42.96,0.28,MOMENTUM
IZMO,L1_MOMENTUM,20,WEAK,NEUTRAL,3.03,55.44,-6.06,MOMENTUM
KANANIIND,L1_MOMENTUM,20,WEAK,NEUTRAL,2.08,46.13,4.16,MOMENTUM
KANSAINER,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.95,51.91,5.9,MOMENTUM
JUBLFOOD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.72,53.7,13.43,MOMENTUM
JSWHL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,6.35,47.87,12.71,MOMENTUM
JSWDULUX,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.5,50.9,3.0,MOMENTUM
JMFINANCIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.53,52.17,7.07,MOMENTUM
JKTYRE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.43,52.25,4.85,MOMENTUM
JINDALSAW,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.02,57.55,-4.05,MOMENTUM
J&KBANK,L1_MOMENTUM,20,BOUNCE,NEUTRAL,5.44,53.75,-10.88,MOMENTUM
ITI,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.75,49.53,1.51,MOMENTUM
IRCON,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.46,46.91,6.93,MOMENTUM
INOXWIND,L1_MOMENTUM,20,WEAK,NEUTRAL,3.62,38.46,7.24,MOMENTUM
INOXINDIA,L1_MOMENTUM,20,WEAK,NEUTRAL,8.72,63.83,-17.43,MOMENTUM
INGERRAND,L1_MOMENTUM,20,WEAK,NEUTRAL,2.71,51.72,-5.42,MOMENTUM
INDIAMART,L1_MOMENTUM,20,WEAK,NEUTRAL,0.57,36.12,1.14,MOMENTUM
IGL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.9,44.72,5.8,MOMENTUM
KOTARISUG,L1_MOMENTUM,20,WEAK,NEUTRAL,4.16,51.0,8.32,MOMENTUM
KOPRAN,L1_MOMENTUM,20,WEAK,NEUTRAL,3.35,53.07,-6.7,MOMENTUM
KOKUYOCMLN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.17,53.3,8.35,MOMENTUM
KNRCON,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.02,56.33,16.04,MOMENTUM
KMSUGAR,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.36,53.1,0.71,MOMENTUM
KIRIINDUS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.75,56.73,15.5,MOMENTUM
KHAICHEM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.55,49.15,13.11,MOMENTUM
KESORAMIND,L1_MOMENTUM,20,DECELERATING,NEUTRAL,7.93,52.57,15.87,MOMENTUM
KELLTONTEC,L1_MOMENTUM,20,WEAK,NEUTRAL,0.54,39.86,1.07,MOMENTUM
KEEPLEARN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.26,50.81,12.52,MOMENTUM
KAYA,L1_MOMENTUM,20,WEAK,NEUTRAL,5.84,50.78,11.68,MOMENTUM
KAVDEFENCE,L1_MOMENTUM,20,WEAK,NEUTRAL,1.39,43.36,-2.79,MOMENTUM
KAUSHALYA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.25,53.01,0.51,MOMENTUM
KARMAENG,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.07,44.39,4.14,MOMENTUM
KANORICHEM,L1_MOMENTUM,20,WEAK,NEUTRAL,2.75,65.86,-5.5,MOMENTUM
LAXMIDENTL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.72,46.9,5.44,MOMENTUM
LAXMICOT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.48,48.06,6.97,MOMENTUM
LATTEYS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.25,47.2,0.5,MOMENTUM
LASA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.88,51.94,13.75,MOMENTUM
LAOPALA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.65,54.43,11.29,MOMENTUM
LAMBODHARA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.54,51.62,3.09,MOMENTUM
LAL,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,2.65,53.19,5.31,MOMENTUM
LAKPRE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.23,49.95,0.46,MOMENTUM
KUANTUM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.5,51.28,12.99,MOMENTUM
KSOLVES,L1_MOMENTUM,20,WEAK,NEUTRAL,1.01,46.75,2.03,MOMENTUM
KSHITIJPOL,L1_MOMENTUM,20,WEAK,NEUTRAL,3.41,43.07,-6.83,MOMENTUM
KRSNAA,L1_MOMENTUM,20,WEAK,NEUTRAL,5.93,48.12,11.87,MOMENTUM
KRITIKA,L1_MOMENTUM,20,WEAK,NEUTRAL,3.82,45.13,7.64,MOMENTUM
KREBSBIO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.04,44.13,2.07,MOMENTUM
KOTYARK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.53,26.36,-7.06,MOMENTUM
KOTHARIPRO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.68,46.9,1.36,MOMENTUM
FINEORG,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.27,54.1,-2.55,MOMENTUM
MAGNUM,L1_MOMENTUM,20,WEAK,NEUTRAL,2.96,46.09,5.93,MOMENTUM
MAGADSUGAR,L1_MOMENTUM,20,WEAK,NEUTRAL,1.38,54.29,2.76,MOMENTUM
MADHUCON,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.11,45.46,0.23,MOMENTUM
MADHAV,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,2.69,48.23,5.37,MOMENTUM
MAANALU,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.63,52.21,7.27,MOMENTUM
LYKALABS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.93,50.07,5.87,MOMENTUM
LUMAXIND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.05,60.52,6.09,MOMENTUM
LPDC,L1_MOMENTUM,20,WEAK,NEUTRAL,2.0,47.77,4.0,MOMENTUM
LOYALTEX,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.56,50.67,7.11,MOMENTUM
LOVABLE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.72,48.97,3.43,MOMENTUM
LORDSCHLO,L1_MOMENTUM,20,DECELERATING,NEUTRAL,1.74,50.82,3.49,MOMENTUM
LINCOLN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.61,50.78,-1.22,MOMENTUM
LINC,L1_MOMENTUM,20,WEAK,NEUTRAL,0.37,45.27,0.74,MOMENTUM
LIBERTSHOE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.96,50.02,3.92,MOMENTUM
LEMERITE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.31,30.51,10.62,MOMENTUM
MALUPAPER,L1_MOMENTUM,20,WEAK,NEUTRAL,2.62,52.87,5.24,MOMENTUM
MALLCOM,L1_MOMENTUM,20,WEAK,NEUTRAL,1.78,46.81,3.57,MOMENTUM
MAHEPC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.39,43.37,-0.79,MOMENTUM
MAHASTEEL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.67,62.58,1.34,MOMENTUM
MAHAPEXLTD,L1_MOMENTUM,20,WEAK,NEUTRAL,5.56,39.46,11.12,MOMENTUM
IGIL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,1.0,53.19,2.0,MOMENTUM
IFCI,L1_MOMENTUM,20,WEAK,NEUTRAL,2.54,54.45,-5.08,MOMENTUM
HFCL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,9.71,62.6,-19.42,MOMENTUM
HBLENGINE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.56,47.52,-1.11,MOMENTUM
HATSUN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.85,52.25,5.71,MOMENTUM
GRSE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.41,49.32,-2.83,MOMENTUM
GRAVITA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.21,51.26,-0.42,MOMENTUM
GODIGIT,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.59,39.33,7.18,MOMENTUM
GMDCLTD,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,0.07,51.74,0.15,MOMENTUM
GALLANTT,L1_MOMENTUM,20,WEAK,NEUTRAL,1.48,47.66,-2.97,MOMENTUM
FORCEMOT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.64,51.53,3.28,MOMENTUM
MHLXMIRU,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.01,49.01,12.02,MOMENTUM
MFML,L1_MOMENTUM,20,WEAK,NEUTRAL,4.62,40.2,9.23,MOMENTUM
MEP,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.73,27.99,-3.46,MOMENTUM
MEDIASSIST,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.42,50.11,8.84,MOMENTUM
MCL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.24,52.44,6.48,MOMENTUM
MAZDA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.19,51.4,0.38,MOMENTUM
MAXIND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.98,52.42,3.97,MOMENTUM
MAWANASUG,L1_MOMENTUM,20,WEAK,NEUTRAL,2.73,57.01,-5.47,MOMENTUM
MATRIMONY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.69,53.51,9.39,MOMENTUM
MASKINVEST,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.41,50.67,0.83,MOMENTUM
MANUGRAPH,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.42,55.02,6.84,MOMENTUM
MANINFRA,L1_MOMENTUM,20,DECELERATING,NEUTRAL,5.23,52.2,10.47,MOMENTUM
MANINDS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.42,54.83,-4.85,MOMENTUM
MANALIPETC,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.48,54.42,-0.97,MOMENTUM
MANAKSIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.83,47.8,3.66,MOMENTUM
MAMATA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.69,57.46,9.38,MOMENTUM
MOBIKWIK,L1_MOMENTUM,20,WEAK,NEUTRAL,1.81,47.84,3.62,MOMENTUM
MITTAL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.13,42.36,4.26,MOMENTUM
FINCABLES,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.77,52.44,-3.53,MOMENTUM
EMAMILTD,L1_MOMENTUM,20,WEAK,NEUTRAL,4.04,45.89,8.08,MOMENTUM
ELGIEQUIP,L1_MOMENTUM,20,WEAK,NEUTRAL,2.44,54.84,-4.88,MOMENTUM
EIDPARRY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.04,52.86,12.08,MOMENTUM
DEVYANI,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.84,55.35,11.68,MOMENTUM
DEEPAKNTR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.61,55.55,5.22,MOMENTUM
DEEPAKFERT,L1_MOMENTUM,20,WEAK,NEUTRAL,4.18,55.66,-8.36,MOMENTUM
CUB,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.28,51.2,-6.56,MOMENTUM
CROMPTON,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.37,51.86,4.74,MOMENTUM
CONCORDBIO,L1_MOMENTUM,20,DECELERATING,NEUTRAL,2.76,55.27,5.51,MOMENTUM
MITCON,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.09,53.27,-0.18,MOMENTUM
MINDTECK,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.49,46.37,-0.99,MOMENTUM
MICEL,L1_MOMENTUM,20,WEAK,NEUTRAL,0.18,44.27,-0.36,MOMENTUM
MHRIL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,6.46,45.68,12.92,MOMENTUM
NAGREEKEXP,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.79,42.89,-1.58,MOMENTUM
MUTHOOTCAP,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.43,66.41,16.85,MOMENTUM
MURUDCERA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.18,45.19,4.36,MOMENTUM
MUNJALAU,L1_MOMENTUM,20,WEAK,NEUTRAL,3.47,58.44,-6.94,MOMENTUM
MUKTAARTS,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,1.91,51.45,3.82,MOMENTUM
MUKKA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.76,47.57,3.52,MOMENTUM
MUFTI,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.29,50.43,8.59,MOMENTUM
MTNL,L1_MOMENTUM,20,WEAK,NEUTRAL,1.3,43.24,2.6,MOMENTUM
MSPL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.47,50.28,-2.93,MOMENTUM
MOSCHIP,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.48,48.2,-4.95,MOMENTUM
MONQ50,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.89,64.48,-9.77,MOMENTUM
MON100,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.83,60.73,-9.67,MOMENTUM
MOLDTKPAC,L1_MOMENTUM,20,WEAK,NEUTRAL,1.59,52.12,-3.19,MOMENTUM
MOKSH,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.36,46.53,4.72,MOMENTUM
MOHITIND,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.87,54.53,7.73,MOMENTUM
MODISONLTD,L1_MOMENTUM,20,WEAK,NEUTRAL,5.49,55.8,-10.98,MOMENTUM
BEML,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.84,46.98,-1.68,MOMENTUM
BELRISE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.37,63.22,-8.75,MOMENTUM
NIRAJ,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.84,48.29,5.68,MOMENTUM
NIPPOBATRY,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,1.69,46.4,3.38,MOMENTUM
NILASPACES,L1_MOMENTUM,20,WEAK,NEUTRAL,1.34,45.31,2.68,MOMENTUM
NILAINFRA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.03,47.79,8.05,MOMENTUM
NIITMTS,L1_MOMENTUM,20,WEAK,NEUTRAL,5.05,46.39,10.11,MOMENTUM
NIITLTD,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.36,54.31,-0.71,MOMENTUM
NIBE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.76,49.81,-7.52,MOMENTUM
NFL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.25,44.9,4.49,MOMENTUM
NETWORK18,L1_MOMENTUM,20,WEAK,NEUTRAL,3.72,42.06,7.45,MOMENTUM
NEOGEN,L1_MOMENTUM,20,WEAK,NEUTRAL,4.7,56.32,-9.39,MOMENTUM
NELCAST,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.67,46.97,-3.34,MOMENTUM
NECLIFE,L1_MOMENTUM,20,WEAK,NEUTRAL,0.83,40.77,1.66,MOMENTUM
NDTV,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.09,43.79,4.17,MOMENTUM
NATCAPSUQ,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.2,47.11,6.4,MOMENTUM
NKIND,L1_MOMENTUM,20,DECELERATING,NEUTRAL,1.18,49.74,2.36,MOMENTUM
NITINSPIN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.37,64.09,-10.73,MOMENTUM
NITCO,L1_MOMENTUM,20,WEAK,NEUTRAL,1.85,49.25,-3.7,MOMENTUM
NIRAJISPAT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.42,51.15,6.84,MOMENTUM
COHANCE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.37,48.12,8.73,MOMENTUM
CHOLAHLDNG,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.79,53.77,7.58,MOMENTUM
CHOICEIN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.65,62.23,5.3,MOMENTUM
CHAMBLFERT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.6,50.69,3.21,MOMENTUM
CHALET,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.48,56.14,4.96,MOMENTUM
CGCL,L1_MOMENTUM,20,WEAK,NEUTRAL,3.59,59.93,-7.18,MOMENTUM
CENTRALBK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.8,44.44,5.6,MOMENTUM
CEATLTD,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.3,56.58,4.6,MOMENTUM
CARBORUNIV,L1_MOMENTUM,20,WEAK,NEUTRAL,3.45,52.35,-6.9,MOMENTUM
CAPLIPOINT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.68,62.26,-11.35,MOMENTUM
BRIGADE,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.68,52.3,7.36,MOMENTUM
BLUEDART,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.38,49.98,6.76,MOMENTUM
ORISSAMINE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.68,56.28,11.35,MOMENTUM
ORIENTPPR,L1_MOMENTUM,20,DECELERATING,NEUTRAL,7.1,53.34,14.21,MOMENTUM
ORIENTELEC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.33,49.67,4.66,MOMENTUM
ORIENTCEM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.72,44.68,13.44,MOMENTUM
ORICONENT,L1_MOMENTUM,20,WEAK,NEUTRAL,0.47,43.8,-0.94,MOMENTUM
ORCHASP,L1_MOMENTUM,20,WEAK,NEUTRAL,3.2,38.62,6.4,MOMENTUM
OMINFRAL,L1_MOMENTUM,20,WEAK,NEUTRAL,2.5,49.41,5.0,MOMENTUM
OMAXE,L1_MOMENTUM,20,WEAK,NEUTRAL,0.94,53.58,-1.88,MOMENTUM
OMAXAUTO,L1_MOMENTUM,20,BOUNCE,NEUTRAL,6.9,49.1,-13.79,MOMENTUM
OILCOUNTUB,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.91,54.38,5.82,MOMENTUM
ODIGMA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.47,44.15,6.94,MOMENTUM
OBCL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.48,47.6,0.95,MOMENTUM
NSIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.76,53.24,11.51,MOMENTUM
NRBBEARING,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.96,64.7,-9.91,MOMENTUM
NOIDATOLL,L1_MOMENTUM,20,WEAK,NEUTRAL,2.27,46.5,-4.54,MOMENTUM
NOCIL,L1_MOMENTUM,20,WEAK,NEUTRAL,0.22,51.16,0.44,MOMENTUM
PARACABLES,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.67,56.77,-7.34,MOMENTUM
PAR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.76,54.87,5.53,MOMENTUM
PANACEABIO,L1_MOMENTUM,20,WEAK,NEUTRAL,5.54,43.63,-11.09,MOMENTUM
